CI_ID,Serial_Number,Discovered_User,Discovered_Encryption,Last_Discovery_Date,Discovery_Source
CI837238,LEN6678944478,user4203,Encrypted,2024-08-29,JAMF
CI303322,LEN6237024479,user5153,Encrypted,2024-10-03,Intune
CI792012,HP7877494480,user8770,,2024-08-16,JAMF
CI556196,DEL7978504481,user5482,Encrypted,2024-10-23,Intune
CI792478,DEL6228584482,user4756,Not Encrypted,2024-10-09,SCCM
CI800724,HP7593234483,user4162,,2024-10-30,SCCM
CI533886,HP3932244484,user1845,Encrypted,2024-10-01,Intune
CI883083,DEL4596034485,user9188,,2024-08-07,Intune
CI226301,DEL1652294486,user1064,,2024-09-17,Intune
CI219032,MIC7757074489,user6985,,2024-10-16,SCCM
CI964138,APP6911204490,user5691,Encrypted,2024-10-25,JAMF
CI723898,DEL5189094491,user3796,Not Encrypted,2024-10-09,Intune
CI662307,LEN6087174492,,Encrypted,2024-09-23,Intune
CI972998,MIC1948384493,user6556,Encrypted,2024-08-04,JAMF
CI689893,MIC1301814494,user1224,Encrypted,2024-09-18,SCCM
CI490422,MIC2469254495,user8637,Unknown,2024-10-08,SCCM
CI564924,LEN2189744496,user8833,Encrypted,2024-08-16,Intune
CI631012,MIC4089124497,user5715,Encrypted,2024-09-20,Intune
CI994305,LEN7030704499,user9592,Encrypted,2024-09-09,JAMF
CI196325,APP5284994501,user8522,Not Encrypted,2024-10-04,JAMF
CI299425,APP8955464502,user1304,,2024-10-28,SCCM
CI857723,LEN6162474503,user5576,Not Encrypted,2024-09-10,JAMF
CI755263,DEL1325654504,user3744,Encrypted,2024-08-22,JAMF
CI997472,MIC9188124505,user9828,Unknown,2024-10-29,SCCM
CI532973,LEN5786414506,user1504,Encrypted,2024-09-05,JAMF
CI710980,MIC9517944507,user5745,,2024-08-14,Intune
CI680855,DEL2883814508,user7111,Not Encrypted,2024-09-08,Intune
CI994888,MIC8206254509,user3227,Encrypted,2024-09-24,SCCM
CI318095,DEL7756924510,user5589,Encrypted,2024-09-02,JAMF
CI283530,HP5229604511,,,2024-10-17,SCCM
CI391506,DEL7507084512,user5043,Unknown,2024-10-16,Intune
CI437426,APP2476484514,user3095,,2024-08-29,Intune
CI256394,LEN3260444515,,Encrypted,2024-10-10,SCCM
CI500437,MIC5685244517,user1848,,2024-10-19,Intune
CI372937,HP9674284518,user2255,Encrypted,2024-09-02,Intune
CI168379,DEL1305794519,user2977,,2024-08-20,JAMF
CI737828,APP3911314520,user3102,,2024-08-25,SCCM
CI469673,DEL3805344521,,Encrypted,2024-09-04,Intune
CI977049,MIC5521764522,user7525,Encrypted,2024-09-27,JAMF
CI960998,DEL2991344523,user2613,Encrypted,2024-10-14,JAMF
CI594355,MIC6004454524,user9017,Encrypted,2024-08-12,SCCM
CI290673,HP2110234526,user9983,,2024-10-02,JAMF
CI460225,DEL7599764527,user8802,Not Encrypted,2024-09-19,Intune
CI520883,HP1114964528,user5627,Encrypted,2024-08-29,Intune
CI769795,MIC6988414529,user7613,Encrypted,2024-08-19,Intune
CI603282,LEN6122804530,user2846,Not Encrypted,2024-10-30,SCCM
CI534565,DEL3100454531,user8145,,2024-09-04,JAMF
CI510985,HP8478294533,user6192,Encrypted,2024-10-01,JAMF
CI250601,MIC6652064534,user6094,Not Encrypted,2024-10-26,JAMF
CI563941,DEL7148074535,user4400,Encrypted,2024-08-23,SCCM
CI699352,MIC6750224536,user6269,Encrypted,2024-08-03,JAMF
CI923361,MIC3558284537,user2593,Unknown,2024-10-10,SCCM
CI925509,HP6278254538,user7184,Encrypted,2024-10-07,SCCM
CI861212,DEL6840984539,user5093,Encrypted,2024-08-10,SCCM
CI743302,DEL5412964540,user1152,Encrypted,2024-10-28,JAMF
CI111156,HP9322294541,user2101,,2024-09-10,Intune
CI258139,APP8211374542,user5494,,2024-10-12,SCCM
CI698937,MIC4696694543,user4494,Encrypted,2024-09-04,SCCM
CI143244,DEL6980674544,user3836,Encrypted,2024-08-30,Intune
CI148133,MIC2416804546,user3998,Encrypted,2024-09-13,SCCM
CI291711,APP4363294548,user1769,Encrypted,2024-09-24,SCCM
CI624526,APP7523414549,user4310,,2024-09-12,Intune
CI316254,DEL8630244551,user9273,,2024-10-08,SCCM
CI625206,APP5389004553,user7550,Not Encrypted,2024-10-31,Intune
CI397943,HP7573694554,user1182,,2024-09-07,Intune
CI149331,HP2981494556,user9643,Encrypted,2024-09-23,Intune
CI146528,HP8567994559,user3783,Unknown,2024-10-20,SCCM
CI232922,MIC5654104560,user9024,Encrypted,2024-10-20,JAMF
CI523702,APP7529884561,user7739,Encrypted,2024-10-01,SCCM
CI632684,HP3763394562,user5985,,2024-09-27,JAMF
CI711923,DEL3279624563,user2107,Unknown,2024-09-24,Intune
CI432457,APP2795024565,user1685,,2024-10-07,JAMF
CI314841,HP1300854566,user2649,,2024-08-07,Intune
CI191024,DEL2178154567,user3841,Encrypted,2024-10-16,Intune
CI408768,LEN1537614569,user3866,,2024-10-04,SCCM
CI323044,MIC4054144570,user4513,Encrypted,2024-09-20,SCCM
CI912980,LEN1416894571,user5390,,2024-10-06,SCCM
CI264138,DEL3258464572,user3630,Encrypted,2024-08-07,SCCM
CI396025,DEL4510714574,user2731,,2024-09-24,JAMF
CI117528,LEN4204084576,user4752,Encrypted,2024-09-26,SCCM
CI476342,LEN1993574577,user3040,,2024-10-04,JAMF
CI120158,HP4374064579,user6835,Encrypted,2024-09-26,Intune
CI761039,DEL7940324580,user5958,Encrypted,2024-09-25,Intune
CI800241,APP2095784581,user8333,,2024-08-24,JAMF
CI784565,APP2078184582,user5316,,2024-09-03,Intune
CI491570,DEL9235524583,user2928,Encrypted,2024-10-15,Intune
CI755000,LEN1980784584,user2899,Encrypted,2024-10-28,SCCM
CI660443,APP5391244585,user1731,Unknown,2024-08-06,Intune
CI135851,HP4556894586,user2006,Encrypted,2024-08-29,SCCM
CI433286,LEN9008434587,user7410,Encrypted,2024-08-18,JAMF
CI762420,DEL9709844588,user3602,Encrypted,2024-09-20,JAMF
CI241291,LEN2178154589,user2079,Encrypted,2024-08-20,JAMF
CI675525,DEL2584184590,user7761,,2024-10-21,JAMF
CI514086,MIC1347464591,user2665,Encrypted,2024-08-08,SCCM
CI596686,DEL8312864592,user2041,Encrypted,2024-09-02,JAMF
CI813183,LEN6043354594,user3688,Encrypted,2024-10-18,SCCM
CI220583,APP2804384595,user2970,,2024-08-04,JAMF
CI845264,MIC6263734598,user8093,Encrypted,2024-09-07,Intune
CI421331,APP6928884599,user3940,,2024-10-06,JAMF
CI594654,APP9298684600,user8968,Encrypted,2024-08-16,SCCM
CI516376,HP9226094601,user5827,Encrypted,2024-08-10,JAMF
CI640027,HP2639414602,user1512,,2024-09-04,Intune
CI913399,APP3749624603,user1923,Encrypted,2024-09-10,SCCM
CI292445,MIC5660274604,user1024,,2024-10-12,SCCM
CI585847,HP5376414605,user4447,Encrypted,2024-09-01,JAMF
CI721522,MIC6737634606,user4791,,2024-10-28,Intune
CI535817,DEL3147964607,user2049,Encrypted,2024-08-07,Intune
CI519215,APP6752704608,user7480,Encrypted,2024-09-26,JAMF
CI132822,MIC1750584609,user8283,Encrypted,2024-09-28,Intune
CI702805,HP7071614610,user5235,Encrypted,2024-10-28,SCCM
CI139065,APP2656574613,user4568,,2024-08-06,SCCM
CI345855,MIC3242194614,user4197,,2024-08-26,Intune
CI139813,DEL9867714615,user7456,,2024-09-14,SCCM
CI112979,APP9590674616,user2972,Unknown,2024-09-23,Intune
CI852229,HP2875764617,user9036,Encrypted,2024-09-12,Intune
CI287584,HP7386784618,user9054,Unknown,2024-08-22,JAMF
CI522428,APP3710434620,user2086,Encrypted,2024-09-25,JAMF
CI313905,APP2449314621,user8457,,2024-10-24,Intune
CI993863,LEN6529504622,user9530,Encrypted,2024-09-26,SCCM
CI482212,MIC2111434623,user3981,Encrypted,2024-09-19,SCCM
CI197582,MIC3177684624,user1262,Encrypted,2024-08-19,JAMF
CI773774,APP1792594625,user9940,Encrypted,2024-09-14,JAMF
CI647559,DEL6332324626,user3315,,2024-09-03,JAMF
CI254106,LEN7423974627,user4306,Encrypted,2024-10-07,Intune
CI613225,DEL1623974628,user7722,,2024-09-26,JAMF
CI263577,HP5209344629,user8698,,2024-08-21,JAMF
CI266367,HP3354894630,user4580,Encrypted,2024-10-17,SCCM
CI368396,APP5401204631,user2317,,2024-10-08,Intune
CI716329,DEL5872694632,user6789,,2024-08-10,JAMF
CI922959,DEL1220244633,user5733,Encrypted,2024-10-03,Intune
CI361488,HP2178384634,user2679,Unknown,2024-10-19,JAMF
CI666413,LEN2767454635,user8061,Encrypted,2024-08-13,SCCM
CI912008,HP9201874636,user6627,Encrypted,2024-10-25,Intune
CI803520,APP4621834637,user3410,Unknown,2024-08-04,JAMF
CI545579,HP9216864638,user9987,Encrypted,2024-08-24,JAMF
CI361354,DEL9045874639,user6045,,2024-09-11,Intune
CI984625,LEN4917144640,user1756,Not Encrypted,2024-10-12,JAMF
CI743874,MIC1638574641,user7136,Encrypted,2024-08-18,SCCM
CI190978,LEN7000844642,user7496,Encrypted,2024-09-08,Intune
CI196445,DEL9488544643,user7075,,2024-08-05,SCCM
CI307215,HP1033594644,user5593,Unknown,2024-09-22,SCCM
CI260113,LEN3878494645,user5826,Not Encrypted,2024-10-09,JAMF
CI693398,APP4969524646,user8562,Encrypted,2024-10-30,SCCM
CI911630,DEL4130194648,user9821,Encrypted,2024-09-12,Intune
CI283304,APP7288744649,user2413,Encrypted,2024-09-15,JAMF
CI477180,APP9504774650,user5215,Encrypted,2024-10-06,SCCM
CI998859,DEL7630284651,user2468,Encrypted,2024-09-15,Intune
CI927661,LEN7075934652,user4749,Encrypted,2024-10-24,SCCM
CI855830,LEN2096564653,user5410,,2024-08-06,JAMF
CI927008,APP4416684654,user1406,,2024-10-15,JAMF
CI394182,APP7976394655,user8722,Not Encrypted,2024-10-19,JAMF
CI286252,HP3670934656,user9831,Encrypted,2024-10-14,SCCM
CI840902,DEL6043664657,user1440,,2024-10-24,Intune
CI112134,MIC8382634659,user6198,,2024-08-05,SCCM
CI204064,DEL3174514660,user2535,,2024-08-14,Intune
CI849425,LEN9554404661,user9459,Encrypted,2024-10-24,SCCM
CI108449,MIC1447144662,,Encrypted,2024-09-27,Intune
CI398543,DEL6324164663,,Encrypted,2024-08-16,JAMF
CI329655,MIC5895494665,user5127,Encrypted,2024-10-01,JAMF
CI950184,MIC8384454666,user7314,Not Encrypted,2024-10-24,Intune
CI509564,APP4445084667,user8467,Encrypted,2024-10-07,Intune
CI385064,MIC9774944668,user1965,Encrypted,2024-08-28,Intune
CI332661,DEL3744594669,user7149,Encrypted,2024-10-20,SCCM
CI627830,DEL6357564670,user4225,Encrypted,2024-08-23,SCCM
CI500753,MIC8729764671,user8647,,2024-08-04,Intune
CI169237,LEN7406004672,user5183,Encrypted,2024-09-13,JAMF
CI275312,DEL5625314673,user8001,,2024-10-24,JAMF
CI466356,APP9489384674,user8303,,2024-10-19,SCCM
CI390691,MIC9579684675,user4408,,2024-08-26,JAMF
CI448995,DEL1459844676,user2747,Encrypted,2024-09-05,SCCM
CI159539,HP5883654677,user8873,Not Encrypted,2024-09-08,Intune
CI980174,LEN1901024678,user3487,Not Encrypted,2024-10-26,SCCM
CI935944,HP8408154679,user4963,Encrypted,2024-10-16,SCCM
CI268808,MIC2906154680,user8525,,2024-09-03,SCCM
CI387148,MIC2450244681,user5953,Encrypted,2024-09-06,SCCM
CI852747,LEN6762054682,user1176,Encrypted,2024-09-05,SCCM
CI777259,DEL9052614683,user3498,,2024-10-04,SCCM
CI401173,HP6994564684,user5350,Encrypted,2024-09-01,Intune
CI599025,LEN9372194685,user8338,,2024-09-07,SCCM
CI547898,DEL6690674686,user3616,Encrypted,2024-09-19,Intune
CI272998,LEN7715554687,user6522,,2024-10-15,Intune
CI275746,HP8712934688,user7845,,2024-10-19,Intune
CI489405,HP4470544689,user2481,,2024-09-13,JAMF
CI800055,HP9529244692,user5914,,2024-09-03,Intune
CI520034,APP4822094694,user9129,Encrypted,2024-10-24,JAMF
CI302402,MIC2539294695,user8187,,2024-10-08,JAMF
CI678684,MIC8345814696,user5708,Encrypted,2024-09-05,JAMF
CI234278,APP9935254697,user1976,Encrypted,2024-09-23,JAMF
CI597874,LEN7095344698,user8139,Encrypted,2024-09-21,JAMF
CI466052,MIC9868814700,user2850,,2024-09-23,Intune
CI430215,MIC8483824701,user1718,Encrypted,2024-10-28,SCCM
CI217106,HP2789464702,user2679,Encrypted,2024-09-17,JAMF
CI446365,DEL3166324703,user3222,,2024-09-17,SCCM
CI930039,APP1866074705,user3672,,2024-08-19,Intune
CI541939,LEN4783844706,user9753,Encrypted,2024-10-16,JAMF
CI853523,APP4171014708,user6609,Not Encrypted,2024-10-20,JAMF
CI719003,DEL7738114710,user7432,Encrypted,2024-08-09,JAMF
CI247243,DEL2251004711,user1658,Encrypted,2024-08-28,Intune
CI948463,MIC6406404712,,,2024-08-05,Intune
CI622063,LEN3222744713,user9351,Encrypted,2024-10-27,Intune
CI501896,APP9664144715,user8530,,2024-10-27,JAMF
CI440226,LEN4461054716,user5855,Encrypted,2024-10-22,Intune
CI396546,LEN3489054717,user6046,Encrypted,2024-08-24,JAMF
CI428283,HP3621594718,user2530,Not Encrypted,2024-08-02,JAMF
CI884478,LEN5574314719,user7305,Not Encrypted,2024-09-30,JAMF
CI528307,DEL8760324721,user5680,Encrypted,2024-09-16,SCCM
CI321604,MIC2288084722,user1893,Encrypted,2024-09-03,Intune
CI732806,DEL2371444723,user3180,,2024-09-24,SCCM
CI871539,MIC3555674724,user3420,,2024-08-08,Intune
CI831506,MIC5877044725,user4174,,2024-10-29,SCCM
CI589696,APP6768194726,user2235,Encrypted,2024-08-04,SCCM
CI633313,APP2810964727,user5356,Encrypted,2024-08-29,Intune
CI579333,HP7929264728,user8021,Encrypted,2024-09-07,JAMF
CI233882,LEN1056384731,user4528,,2024-08-15,SCCM
CI639767,MIC6708704732,user1574,,2024-08-14,SCCM
CI591812,APP1509294733,user9470,Encrypted,2024-10-26,Intune
CI324240,MIC3377434734,,Not Encrypted,2024-09-12,SCCM
CI466362,DEL7350134735,user5698,Encrypted,2024-08-25,JAMF
CI829267,DEL1021824736,user2016,Encrypted,2024-08-27,JAMF
CI848666,MIC8900484737,user1890,Encrypted,2024-10-21,SCCM
CI180477,LEN2924444739,user5789,Unknown,2024-08-05,JAMF
CI583880,MIC3337844740,user6542,,2024-10-13,SCCM
CI700440,DEL9658984741,user9442,Encrypted,2024-10-16,SCCM
CI510583,APP4298774742,user4430,Encrypted,2024-09-27,JAMF
CI844003,LEN3876134743,user3047,,2024-08-28,Intune
CI372772,LEN5908594744,user5816,Encrypted,2024-10-16,Intune
CI474778,LEN5879974745,user2392,Encrypted,2024-09-01,Intune
CI231554,LEN7169464746,user3026,,2024-10-28,SCCM
CI788400,APP8524144748,user5552,,2024-08-24,SCCM
CI815882,APP9794814750,user6544,Encrypted,2024-08-22,JAMF
CI722508,APP7752964752,user3942,Encrypted,2024-10-23,JAMF
CI913294,APP4913634753,user5612,Not Encrypted,2024-08-22,SCCM
CI484909,LEN1779794754,user1377,Encrypted,2024-10-01,Intune
CI391142,MIC3390184755,user7829,,2024-08-02,Intune
CI772822,MIC4410794756,user8847,,2024-08-17,Intune
CI382262,HP8338724757,user6926,Encrypted,2024-08-13,SCCM
CI290377,HP8608614758,user2044,,2024-09-02,SCCM
CI510318,DEL8680034759,user2430,,2024-10-06,JAMF
CI788228,LEN9621894760,,Encrypted,2024-08-28,SCCM
CI873736,HP4323624761,user9076,Unknown,2024-09-29,Intune
CI900341,HP1947374762,user5980,,2024-08-18,JAMF
CI216069,MIC9555844763,user5815,,2024-10-30,SCCM
CI257438,HP1071464764,user2845,,2024-09-15,Intune
CI422974,MIC4452784766,user4036,Encrypted,2024-08-16,SCCM
CI982845,APP9317064767,user5096,Unknown,2024-09-13,SCCM
CI944223,DEL7594364768,user7891,Not Encrypted,2024-09-01,SCCM
CI504523,MIC3672964769,,Encrypted,2024-09-14,Intune
CI323464,DEL8780764770,user5204,,2024-09-07,Intune
CI886305,APP7019684772,user2699,Encrypted,2024-10-20,JAMF
CI188308,DEL3627994773,user1235,,2024-08-28,Intune
CI427434,LEN3885664774,user1069,,2024-09-11,JAMF
CI372447,APP8136754775,user2843,Unknown,2024-09-25,JAMF
CI557280,MIC8276804776,user9701,,2024-08-14,SCCM
CI193267,DEL3598954777,user9345,,2024-08-23,Intune
CI101094,HP5967744778,user1069,Encrypted,2024-08-09,SCCM
CI689984,HP4652264779,user6651,,2024-08-31,JAMF
CI111922,DEL9011374780,user4563,Encrypted,2024-10-14,JAMF
CI897409,HP7513604781,user4946,Encrypted,2024-09-25,Intune
CI965076,LEN9904334782,user3194,Encrypted,2024-10-27,SCCM
CI575635,DEL4245984783,user7913,Unknown,2024-10-18,JAMF
CI650493,DEL2132254784,user2406,,2024-09-05,JAMF
CI514551,APP7058184785,user8608,,2024-10-26,JAMF
CI889182,HP5799684786,user9618,Encrypted,2024-09-29,Intune
CI253260,HP8535754788,user8412,,2024-08-16,SCCM
CI525946,APP3385504789,user3836,,2024-09-19,SCCM
CI726569,MIC5512764790,user7301,Encrypted,2024-09-15,JAMF
CI865453,DEL5156794791,user3092,Encrypted,2024-10-26,JAMF
CI198102,HP9655274792,user9792,,2024-08-19,SCCM
CI335885,APP2540244793,user7401,Encrypted,2024-10-06,SCCM
CI252092,LEN7104574794,user6355,Encrypted,2024-08-09,SCCM
CI172159,HP4383244795,user9950,Encrypted,2024-10-05,SCCM
CI957044,MIC5306354796,user6989,,2024-08-18,Intune
CI640686,DEL3578494797,user5036,Encrypted,2024-10-27,SCCM
CI557535,HP2284064798,user4702,Encrypted,2024-08-24,Intune
CI279838,MIC1026684799,user5350,,2024-08-15,Intune
CI843601,MIC5566064800,user3466,,2024-10-16,SCCM
CI207328,APP4707314801,user8903,Encrypted,2024-08-22,Intune
CI387514,MIC8766564802,user3633,Encrypted,2024-09-24,SCCM
CI945261,MIC2646854803,user7692,Encrypted,2024-10-13,Intune
CI164402,DEL8107824804,user5899,,2024-08-31,SCCM
CI497423,APP7457394805,user4428,Encrypted,2024-10-10,SCCM
CI927556,APP2986974806,user6583,Encrypted,2024-10-21,JAMF
CI178936,APP4591694807,user3988,Encrypted,2024-09-30,JAMF
CI908262,DEL9906724808,user7301,Encrypted,2024-10-10,JAMF
CI355336,MIC7352324809,user3927,Unknown,2024-09-08,SCCM
CI918742,MIC8549314811,user4879,,2024-10-13,SCCM
CI615595,MIC7148564812,user4317,Encrypted,2024-09-26,Intune
CI731754,HP1409844813,,Encrypted,2024-08-12,SCCM
CI270597,HP7045894814,user4345,Unknown,2024-10-10,Intune
CI242167,APP3836664815,user3765,,2024-10-12,SCCM
CI277862,MIC1707214817,,Encrypted,2024-08-13,JAMF
CI299899,DEL3847114818,user3249,Not Encrypted,2024-10-04,SCCM
CI345421,DEL9742704819,user6138,Encrypted,2024-09-10,Intune
CI791565,HP7984154821,user8217,Encrypted,2024-09-21,SCCM
CI174493,DEL1570774822,user9626,Encrypted,2024-10-31,SCCM
CI820229,APP1559654823,user4584,,2024-09-06,Intune
CI686874,DEL2386244824,user8251,,2024-08-24,SCCM
CI193972,LEN2597944825,user1061,Encrypted,2024-08-20,Intune
CI941250,LEN4540714826,user8340,,2024-10-13,SCCM
CI475585,LEN3064824827,user9503,Encrypted,2024-08-19,SCCM
CI843870,LEN2131424828,user8766,Encrypted,2024-09-05,JAMF
CI651561,LEN4173494829,user2047,,2024-09-22,Intune
CI300429,DEL8543974830,user3683,Encrypted,2024-09-07,SCCM
CI743622,HP1040914831,user8233,Encrypted,2024-08-07,SCCM
CI506750,DEL6527794832,user8494,,2024-10-12,Intune
CI993521,LEN7018314833,user3753,Encrypted,2024-10-07,SCCM
CI439706,LEN1532854834,user7161,,2024-08-08,Intune
CI871923,HP5872454835,user7222,,2024-09-26,JAMF
CI912701,MIC1906284836,user6966,Encrypted,2024-08-12,Intune
CI550487,MIC1117374837,user2504,,2024-08-12,JAMF
CI719675,APP4635134838,user4347,,2024-08-21,JAMF
CI465133,HP8490744840,user7143,Encrypted,2024-09-07,SCCM
CI711077,DEL6891464841,user8627,Encrypted,2024-10-26,SCCM
CI838243,APP9372724842,user2922,Encrypted,2024-10-10,Intune
CI856438,LEN4196644843,user3519,,2024-08-18,Intune
CI568344,MIC1596214844,user9710,Encrypted,2024-10-26,SCCM
CI578850,HP2986594845,user1698,Encrypted,2024-08-08,JAMF
CI488083,LEN4152544847,user5192,,2024-09-08,Intune
CI156584,APP5441604848,user4939,,2024-09-12,SCCM
CI107893,DEL3626314849,user4098,,2024-10-05,JAMF
CI313956,MIC8581434850,user5704,Encrypted,2024-10-07,JAMF
CI687222,APP4559884851,,,2024-09-26,SCCM
CI595609,APP9193954852,user2292,Encrypted,2024-08-21,JAMF
CI281164,APP3526384853,user3453,Encrypted,2024-08-19,JAMF
CI651059,APP2177154854,user4976,Not Encrypted,2024-10-25,Intune
CI599992,LEN8396154855,user6022,,2024-09-15,SCCM
CI419771,HP4205544856,user5597,Encrypted,2024-10-10,SCCM
CI286326,APP5242854858,user9605,Encrypted,2024-08-24,Intune
CI118444,MIC7681074859,user3850,Encrypted,2024-08-21,JAMF
CI527271,DEL2420094860,,Encrypted,2024-08-08,JAMF
CI696734,LEN5374814861,user1873,Encrypted,2024-10-28,SCCM
CI885079,MIC7075174862,user3971,Encrypted,2024-10-30,SCCM
CI162021,LEN7002064863,user2919,Encrypted,2024-09-23,Intune
CI397563,APP9862334864,user3129,Encrypted,2024-10-23,JAMF
CI484661,DEL5642724865,user1933,Encrypted,2024-08-06,JAMF
CI375820,MIC9883864866,user1733,Encrypted,2024-10-18,Intune
CI988401,DEL2301264868,user5127,,2024-08-19,JAMF
CI102166,DEL2221674869,user1883,Encrypted,2024-10-08,SCCM
CI351522,LEN1828154870,user6015,,2024-09-06,JAMF
CI712426,MIC7139244871,,Encrypted,2024-08-20,SCCM
CI202018,HP1858734872,user4477,,2024-10-17,Intune
CI959717,HP5541994874,user6564,,2024-10-31,JAMF
CI324342,DEL8197434877,user2096,,2024-10-02,SCCM
CI365584,MIC9520524878,user4793,Encrypted,2024-08-20,JAMF
CI306719,MIC7256574879,user2089,,2024-10-21,SCCM
CI727959,LEN5460054882,user9667,Encrypted,2024-08-23,Intune
CI582053,APP9538854883,user3148,Encrypted,2024-08-11,SCCM
CI550692,MIC6575024884,user8046,,2024-10-20,SCCM
CI263429,DEL9396344886,user6670,,2024-09-11,Intune
CI676307,HP2377174887,user7994,,2024-08-12,JAMF
CI633157,LEN7336724888,user9711,Unknown,2024-10-26,JAMF
CI978225,APP3544964889,user3847,,2024-09-07,Intune
CI879185,MIC4094024890,user5905,,2024-10-19,JAMF
CI286579,APP2216134891,user2489,,2024-10-28,Intune
CI650490,LEN3266424892,user4303,Encrypted,2024-08-18,Intune
CI557191,MIC3188924893,user4688,,2024-09-18,JAMF
CI600153,DEL9697904894,user6178,Encrypted,2024-09-12,JAMF
CI794940,LEN7584494895,user5232,Encrypted,2024-10-22,SCCM
CI484054,APP5201804896,user1942,Unknown,2024-08-10,Intune
CI627630,APP5559904897,,Not Encrypted,2024-08-05,SCCM
CI310342,DEL8477744898,user4116,Encrypted,2024-09-25,JAMF
CI105279,HP9271034899,user3318,Encrypted,2024-10-17,JAMF
CI506202,HP1442614900,user2323,,2024-10-15,Intune
CI284794,HP4546674901,user4280,Encrypted,2024-10-13,Intune
CI741262,DEL7458014903,user6845,Encrypted,2024-09-03,Intune
CI754731,MIC7343504904,user4799,,2024-10-14,JAMF
CI268449,HP3685784905,user2072,Encrypted,2024-08-03,SCCM
CI740936,HP5874534906,user1114,Encrypted,2024-10-03,JAMF
CI506902,LEN2409014907,user5832,,2024-10-11,SCCM
CI753918,MIC4478504908,user9195,Encrypted,2024-08-29,SCCM
CI397150,APP9794784909,user8363,,2024-08-28,Intune
CI891708,MIC2435654910,user9189,,2024-08-09,Intune
CI835211,DEL9674974911,user9383,,2024-10-16,JAMF
CI667034,APP6230314913,user1758,,2024-08-23,SCCM
CI730525,APP5810794914,user6595,,2024-08-23,SCCM
CI401325,MIC4278054915,user2153,Not Encrypted,2024-08-13,SCCM
CI770793,HP7550594916,user7560,,2024-10-20,SCCM
CI121643,MIC2077444917,user6720,,2024-08-08,JAMF
CI555793,HP6498154918,user8585,,2024-08-07,SCCM
CI593278,MIC7096624919,user2681,Encrypted,2024-08-11,SCCM
CI952900,APP5343634920,user2670,Encrypted,2024-08-20,SCCM
CI259170,APP2780384921,user4301,Encrypted,2024-10-02,JAMF
CI799860,APP3066494923,user7581,,2024-09-07,SCCM
CI739716,DEL7452924924,user2795,,2024-08-10,SCCM
CI642439,APP6731904925,user3640,Encrypted,2024-10-22,Intune
CI126774,LEN3922404926,user2412,Encrypted,2024-09-03,JAMF
CI929479,HP8306924927,user3643,Encrypted,2024-08-21,SCCM
CI598700,APP7566344929,user4510,,2024-08-18,Intune
CI490653,APP4528154930,user4468,Encrypted,2024-10-07,SCCM
